_id,date,pm10_µg_m3,so2_µg_m3,co_µg_m3,no2_µg_m3,nox_µg_m3
394,2021-01-17 09:00:56,39.82,5.0,690.48,33.21,41.65
395,2021-01-17 10:00:56,34.16,7.07,604.54,23.91,26.79
396,2021-01-17 11:00:56,25.23,7.45,427.2,21.38,24.95
397,2021-01-17 12:00:56,28.9,4.69,51.24,28.48,35.5
398,2021-01-17 13:00:56,42.64,7.32,178.17,32.27,39.82
399,2021-01-17 14:00:56,43.97,5.18,168.5,26.45,31.82
400,2021-01-17 15:00:56,36.21,6.65,214.32,24.61,27.71
401,2021-01-17 16:00:56,22.36,5.44,124.55,22.01,23.22
402,2021-01-17 17:00:56,17.13,7.17,94.85,17.75,19.29
403,2021-01-17 18:00:56,15.05,7.34,306.22,19.64,20.68
404,2021-01-17 19:00:56,20.84,7.2,462.12,18.02,18.97
405,2021-01-17 20:00:56,19.05,6.8,473.68,16.71,17.68
406,2021-01-17 21:00:56,14.13,5.99,456.44,15.53,16.51
407,2021-01-17 22:00:56,12.05,3.07,446.63,17.83,18.88
408,2021-01-17 23:00:56,22.72,-0.09,282.56,19.82,20.77
409,2021-01-18 00:00:56,20.08,0.1,171.2,18.05,19.3
410,2021-01-18 01:00:56,18.05,-1.03,116.61,20.61,21.2
411,2021-01-18 02:00:56,20.92,-2.15,40.9,18.97,19.97
412,2021-01-18 03:00:56,13.21,-4.29,1.63,17.9,19.06
413,2021-01-18 04:00:56,25.66,-4.16,3.05,22.73,23.98
414,2021-01-18 05:00:56,16.26,-4.32,0.0,18.43,19.49
415,2021-01-18 06:00:56,32.56,-3.75,0.0,24.7,27.07
416,2021-01-18 07:00:56,47.61,3.06,43.4,46.92,60.35
417,2021-01-18 08:00:56,74.3,2.02,315.64,64.75,112.28
418,2021-01-18 09:00:56,112.99,10.36,454.38,57.92,107.89
419,2021-01-18 10:00:56,150.04,17.56,228.43,61.79,91.88
420,2021-01-18 11:00:56,122.75,9.63,809.81,45.86,59.09
421,2021-01-18 12:00:56,66.47,5.04,799.66,39.36,48.17
422,2021-01-18 13:00:56,65.97,3.31,765.02,35.79,42.26
423,2021-01-18 14:00:56,66.97,1.93,638.47,31.94,36.29
424,2021-01-18 15:00:56,40.7,1.28,765.79,32.41,37.08
425,2021-01-18 16:00:56,42.92,0.9,905.11,29.93,33.76
426,2021-01-18 17:00:56,35.21,2.06,934.07,35.5,38.38
427,2021-01-18 18:00:56,38.9,1.14,951.36,41.35,44.32
428,2021-01-18 19:00:56,38.03,1.54,951.46,51.0,54.91
429,2021-01-18 20:00:56,39.95,0.64,786.23,45.75,49.83
430,2021-01-18 21:00:56,28.31,-0.08,643.79,30.23,31.72
431,2021-01-18 22:00:56,23.13,3.21,612.33,23.44,24.32
432,2021-01-18 23:00:56,26.9,7.53,292.27,24.19,25.39
433,2021-01-19 00:00:56,27.97,6.96,260.13,19.85,20.8
434,2021-01-19 01:00:56,15.53,6.98,237.58,15.5,16.26
435,2021-01-19 02:00:56,22.79,5.31,219.38,14.01,14.85
436,2021-01-19 03:00:56,17.16,5.71,136.48,12.98,13.84
437,2021-01-19 04:00:56,17.97,4.16,46.94,12.22,13.04
438,2021-01-19 05:00:56,16.05,2.61,0.0,12.57,13.5
439,2021-01-19 06:00:56,15.03,3.27,0.0,16.36,17.33
440,2021-01-19 07:00:56,24.74,2.64,0.0,27.28,28.58
441,2021-01-19 08:00:56,30.84,2.4,0.0,34.63,36.82
442,2021-01-19 09:00:56,34.9,3.57,101.81,33.33,37.2
443,2021-01-19 10:00:56,36.95,3.97,0.0,25.91,29.07
444,2021-01-19 11:00:56,35.05,5.61,274.01,18.86,21.27
445,2021-01-19 12:00:56,33.05,4.81,601.75,17.91,20.17
446,2021-01-19 13:00:56,30.08,5.34,829.44,20.74,23.63
447,2021-01-19 14:00:56,32.92,5.62,986.35,21.64,24.47
448,2021-01-19 15:00:56,28.13,5.52,1227.16,18.75,21.19
449,2021-01-19 16:00:56,22.16,6.41,1361.33,21.07,23.07
450,2021-01-19 17:00:56,30.77,7.53,1375.81,26.49,28.36
451,2021-01-19 18:00:56,28.08,7.74,1416.96,42.7,44.91
452,2021-01-19 19:00:56,46.51,8.77,1234.11,54.43,57.32
453,2021-01-19 20:00:56,44.08,8.89,1027.95,36.94,38.16
454,2021-01-19 21:00:56,36.21,7.84,813.48,27.06,28.27
455,2021-01-19 22:00:56,27.23,7.0,667.95,26.42,28.05
456,2021-01-19 23:00:56,30.9,6.13,232.93,22.75,24.17
457,2021-01-20 00:00:56,25.16,4.45,159.21,23.27,24.27
458,2021-01-20 01:00:56,31.72,4.38,24.17,18.24,19.03
459,2021-01-20 02:00:56,30.05,3.93,0.0,13.93,14.56
460,2021-01-20 03:00:56,19.28,2.34,0.0,13.17,13.99
461,2021-01-20 04:00:56,17.05,2.43,0.0,15.65,16.32
462,2021-01-20 05:00:56,17.0,1.73,40.31,18.73,19.38
463,2021-01-20 06:00:56,24.79,1.85,23.76,27.59,28.21
464,2021-01-20 07:00:56,35.72,1.87,0.0,38.7,40.36
465,2021-01-20 08:00:56,44.77,2.99,0.0,63.7,70.21
466,2021-01-20 09:00:56,57.66,2.87,14.83,33.0,36.54
467,2021-01-20 10:00:56,31.7,1.09,0.0,16.52,18.31
468,2021-01-20 11:00:56,18.34,2.1,430.72,16.29,18.48
469,2021-01-20 12:00:56,22.87,2.83,755.63,19.12,21.66
470,2021-01-20 13:00:56,23.97,3.04,1059.88,17.05,19.24
471,2021-01-20 14:00:56,19.13,5.34,1445.73,19.72,22.28
472,2021-01-20 15:00:56,28.74,5.44,1660.69,19.03,21.04
473,2021-01-20 16:00:56,24.13,5.17,1808.17,18.13,19.91
474,2021-01-20 17:00:56,24.97,3.53,1327.72,25.54,27.1
475,2021-01-20 18:00:56,31.82,6.66,1499.61,53.06,65.3
476,2021-01-20 19:00:56,77.78,10.66,1911.47,90.03,123.12
477,2021-01-20 20:00:56,111.15,16.25,1892.29,80.83,100.14
478,2021-01-20 21:00:56,104.21,19.24,1787.17,67.96,78.15
479,2021-01-20 22:00:56,90.36,22.81,1771.05,56.36,61.66
480,2021-01-20 23:00:56,101.69,23.07,810.86,48.85,51.39
481,2021-01-21 00:00:56,79.59,19.27,614.74,41.11,43.24
482,2021-01-21 01:00:56,70.37,19.35,492.17,38.05,40.27
483,2021-01-21 02:00:56,61.23,16.12,359.41,46.97,50.88
484,2021-01-21 03:00:56,61.97,15.56,635.6,58.13,94.19
485,2021-01-21 04:00:56,157.47,16.45,598.0,61.06,98.56
486,2021-01-21 05:00:56,188.25,18.41,256.95,51.87,83.26
487,2021-01-21 06:00:56,148.09,16.14,316.18,60.65,86.47
488,2021-01-21 07:00:56,142.13,14.57,310.69,79.65,110.31
489,2021-01-21 08:00:56,152.72,19.12,930.7,92.49,186.49
490,2021-01-21 09:00:56,183.2,32.6,1097.61,75.61,250.63
491,2021-01-21 10:00:56,355.45,38.82,496.02,73.46,173.11
492,2021-01-21 11:00:56,344.41,32.92,1132.64,59.38,89.12
493,2021-01-21 12:00:56,186.19,29.22,1302.62,63.35,78.43
494,2021-01-21 13:00:56,171.28,28.91,1358.0,47.45,55.71
495,2021-01-21 14:00:56,116.45,22.17,1655.79,42.0,47.34
496,2021-01-21 15:00:56,86.75,20.26,1433.17,47.16,53.06
497,2021-01-21 16:00:56,90.87,18.37,1315.64,51.22,57.93
498,2021-01-21 17:00:56,103.66,18.68,1616.27,68.1,82.7
499,2021-01-21 18:00:56,124.46,25.24,2535.96,91.81,205.39
500,2021-01-21 19:00:56,260.41,36.68,3323.9,130.82,286.26
501,2021-01-21 20:00:56,305.89,37.08,3161.17,125.08,268.14
502,2021-01-21 21:00:56,229.07,42.47,4437.83,130.2,375.31
503,2021-01-21 22:00:56,300.06,43.59,3488.87,81.83,166.43
504,2021-01-21 23:00:56,179.26,35.64,2375.36,104.15,171.7
505,2021-01-22 00:00:56,219.84,31.12,1996.73,106.49,160.45
506,2021-01-22 01:00:56,182.63,33.44,2379.14,132.44,222.76
507,2021-01-22 02:00:56,223.86,26.26,1298.7,76.92,117.62
508,2021-01-22 03:00:56,112.97,23.37,1649.51,88.3,156.51
509,2021-01-22 04:00:56,135.33,17.46,1018.59,88.03,119.09
510,2021-01-22 05:00:56,105.8,13.85,1112.82,94.59,144.01
511,2021-01-22 06:00:56,101.1,13.28,907.73,91.82,136.37
512,2021-01-22 07:00:56,97.1,16.8,1240.15,72.03,191.62
513,2021-01-22 08:00:56,137.91,20.44,1753.56,137.87,297.01
514,2021-01-22 09:00:56,150.69,22.99,1243.32,121.65,257.92
515,2021-01-22 10:00:56,181.2,37.98,691.82,97.97,242.96
516,2021-01-22 11:00:56,354.42,34.64,1353.27,106.39,198.27
517,2021-01-22 12:00:56,358.03,26.87,1212.13,95.74,148.78
518,2021-01-22 13:00:56,320.01,25.02,821.83,73.27,93.74
519,2021-01-22 14:00:56,203.08,17.28,194.41,44.52,50.63
520,2021-01-22 15:00:56,116.22,9.37,98.14,41.85,46.49
521,2021-01-22 16:00:56,76.98,8.71,88.05,51.43,59.48
522,2021-01-22 17:00:56,94.51,11.7,228.75,75.08,96.37
523,2021-01-22 18:00:56,133.97,17.15,1692.15,106.83,233.64
524,2021-01-22 19:00:56,276.25,29.69,2098.44,127.89,306.84
525,2021-01-22 20:00:56,251.75,40.48,2059.43,82.79,219.27
526,2021-01-22 21:00:56,205.22,34.61,2751.51,114.98,295.84
527,2021-01-22 22:00:56,248.81,35.65,2572.8,130.12,259.22
528,2021-01-22 23:00:56,241.23,43.01,4165.74,138.58,448.26
529,2021-01-23 00:00:56,346.21,51.74,4865.02,88.88,386.27
530,2021-01-23 01:00:56,300.07,49.28,3879.24,81.52,198.52
531,2021-01-23 02:00:56,207.41,33.77,2751.29,74.8,147.5
532,2021-01-23 03:00:56,161.16,27.18,1915.88,70.62,121.34
533,2021-01-23 04:00:56,124.93,23.92,1880.0,61.72,124.92
534,2021-01-23 05:00:56,101.59,22.62,1885.83,67.75,116.04
535,2021-01-23 06:00:56,90.28,21.34,2214.83,95.89,200.1
536,2021-01-23 07:00:56,90.0,20.62,1744.46,65.77,136.83
537,2021-01-23 08:00:56,72.47,21.16,2423.56,77.92,234.01
538,2021-01-23 09:00:56,105.12,30.14,2299.84,114.05,234.5
539,2021-01-23 10:00:56,148.86,33.89,1520.15,101.76,138.79
540,2021-01-23 11:00:56,125.65,26.87,1217.61,99.54,137.26
541,2021-01-23 12:00:56,271.12,20.52,265.34,63.46,76.63
542,2021-01-23 13:00:56,139.59,20.7,190.0,60.43,68.97
543,2021-01-23 14:00:56,142.82,16.19,1.96,43.32,47.7
544,2021-01-23 15:00:56,118.65,11.41,0.0,32.68,35.42
545,2021-01-23 16:00:56,80.01,6.49,0.0,29.35,31.4
546,2021-01-23 17:00:56,53.67,7.75,96.87,46.1,51.91
547,2021-01-23 18:00:56,102.68,13.62,615.19,96.96,139.52
548,2021-01-23 19:00:56,224.79,21.6,1640.14,87.04,180.57
549,2021-01-23 20:00:56,219.23,32.97,1821.29,84.43,175.07
550,2021-01-23 21:00:56,247.25,39.15,2114.74,72.23,152.67
551,2021-01-23 22:00:56,225.59,27.79,2439.68,82.06,149.11
552,2021-01-23 23:00:56,199.67,21.9,2240.07,88.03,183.64
553,2021-01-24 00:00:56,214.59,30.49,3091.81,80.37,209.33
554,2021-01-24 01:00:56,239.94,33.33,3541.55,126.02,267.89
555,2021-01-24 02:00:56,237.1,31.55,2828.7,99.89,251.46
556,2021-01-24 03:00:56,236.03,28.07,1972.54,78.72,142.68
557,2021-01-24 04:00:56,160.99,23.7,2151.18,59.77,145.85
558,2021-01-24 05:00:56,180.43,22.32,1876.33,71.1,130.9
559,2021-01-24 06:00:56,171.26,18.01,1683.47,65.4,119.71
560,2021-01-24 07:00:56,161.26,14.97,872.87,67.04,101.63
561,2021-01-24 08:00:56,167.82,14.43,595.66,57.24,81.91
562,2021-01-24 09:00:56,151.44,14.9,1081.08,61.82,120.69
563,2021-01-24 10:00:56,182.17,17.94,1470.36,88.06,131.96
564,2021-01-24 11:00:56,227.81,16.47,876.81,54.09,63.32
565,2021-01-24 12:00:56,150.09,10.49,321.9,27.92,30.52
566,2021-01-24 13:00:56,51.56,3.47,0.2,20.53,22.0
567,2021-01-24 14:00:56,37.31,0.75,0.0,19.26,20.65
568,2021-01-24 15:00:56,33.1,-0.28,0.0,18.8,20.2
569,2021-01-24 16:00:56,27.16,2.0,56.57,27.18,28.45
570,2021-01-24 17:00:56,39.66,3.28,0.0,29.64,31.32
571,2021-01-24 18:00:56,44.87,2.83,34.03,26.29,27.34
572,2021-01-24 19:00:56,36.23,1.74,204.21,39.93,41.81
573,2021-01-24 20:00:56,54.51,9.55,751.06,59.19,67.38
574,2021-01-24 21:00:56,65.72,10.82,675.54,58.58,65.6
575,2021-01-24 22:00:56,82.56,16.16,722.93,47.02,51.17
576,2021-01-24 23:00:56,65.47,15.66,594.39,47.35,53.25
577,2021-01-25 00:00:56,76.69,21.56,997.39,50.93,56.97
578,2021-01-25 01:00:56,92.35,19.06,907.04,56.19,64.72
579,2021-01-25 02:00:56,87.16,17.17,633.83,50.53,56.04
580,2021-01-25 03:00:56,87.0,16.23,700.01,39.24,41.85
581,2021-01-25 04:00:56,49.01,14.72,1027.12,45.87,49.09
582,2021-01-25 05:00:56,56.77,11.62,456.11,43.09,46.34
583,2021-01-25 06:00:56,78.43,13.37,716.71,59.5,69.62
584,2021-01-25 07:00:56,77.05,16.26,1179.62,71.53,92.37
585,2021-01-25 08:00:56,77.0,16.78,1652.29,112.72,195.82
586,2021-01-25 09:00:56,124.73,27.07,1701.1,97.17,223.59
587,2021-01-25 10:00:56,305.24,27.11,905.28,76.3,134.82
588,2021-01-25 11:00:56,174.59,28.37,1551.91,83.27,149.0
589,2021-01-25 12:00:56,216.78,24.43,1133.55,77.57,105.79
590,2021-01-25 13:00:56,151.76,24.05,813.52,57.94,77.53
591,2021-01-25 14:00:56,132.47,21.91,499.53,62.37,75.76
592,2021-01-25 15:00:56,137.84,17.73,509.89,78.08,95.59
593,2021-01-25 16:00:56,131.18,17.76,797.39,89.11,119.75
594,2021-01-25 17:00:56,99.83,15.79,442.88,71.68,86.59
595,2021-01-25 18:00:56,56.14,15.51,473.58,74.68,92.48
596,2021-01-25 19:00:56,56.95,15.62,524.24,63.28,73.81
597,2021-01-25 20:00:56,52.13,12.83,144.15,43.88,47.26
598,2021-01-25 21:00:56,50.05,12.54,490.76,41.13,43.14
599,2021-01-25 22:00:56,40.26,13.26,291.41,47.51,49.79
600,2021-01-25 23:00:56,51.69,17.16,346.38,40.03,42.3
601,2021-01-26 00:00:56,56.87,15.36,199.36,31.39,32.55
602,2021-01-26 01:00:56,54.12,15.21,326.63,26.2,27.29
603,2021-01-26 02:00:56,48.16,14.08,318.27,39.92,43.15
604,2021-01-26 03:00:56,78.2,16.28,631.12,47.45,51.31
605,2021-01-26 04:00:56,75.1,12.94,171.8,29.38,30.67
606,2021-01-26 05:00:56,52.59,15.39,405.58,35.5,36.88
607,2021-01-26 06:00:56,37.39,12.59,412.94,39.59,42.45
608,2021-01-26 07:00:56,41.87,15.28,796.62,66.83,93.48
609,2021-01-26 08:00:56,45.9,15.05,465.49,81.4,112.3
610,2021-01-26 09:00:56,48.92,21.82,844.93,83.6,156.82
611,2021-01-26 10:00:56,181.48,24.93,301.58,78.5,101.24
612,2021-01-26 11:00:56,95.38,25.24,1019.97,69.88,89.58
613,2021-01-26 12:00:56,92.03,19.74,509.68,46.62,52.17
614,2021-01-26 13:00:56,50.11,14.84,184.94,35.04,38.15
615,2021-01-26 14:00:56,49.97,13.48,177.1,39.83,43.82
616,2021-01-26 15:00:56,46.1,11.11,25.47,33.69,36.13
617,2021-01-26 16:00:56,43.08,10.03,4.88,35.52,37.85
618,2021-01-26 17:00:56,42.03,10.53,37.17,35.58,38.26
619,2021-01-26 18:00:56,37.13,12.04,275.7,41.62,45.39
620,2021-01-26 19:00:56,42.84,11.11,63.9,37.58,40.86
621,2021-01-26 20:00:56,39.1,9.54,208.97,28.04,29.48
622,2021-01-26 21:00:56,31.21,11.36,202.42,23.57,24.57
623,2021-01-26 22:00:56,41.72,10.22,318.07,21.71,22.53
624,2021-01-26 23:00:56,36.16,8.98,419.97,17.7,18.65
625,2021-01-27 00:00:56,32.1,6.99,246.66,14.46,15.45
626,2021-01-27 01:00:56,35.84,7.53,397.09,12.5,13.22
627,2021-01-27 02:00:56,31.13,6.03,311.69,10.85,11.69
628,2021-01-27 03:00:56,33.92,5.09,500.69,9.72,10.51
629,2021-01-27 04:00:56,23.28,6.5,381.77,10.49,11.07
630,2021-01-27 05:00:56,31.77,6.8,820.92,12.23,12.63
631,2021-01-27 06:00:56,29.08,5.86,415.36,12.14,13.31
632,2021-01-27 07:00:56,27.05,6.98,690.34,26.67,28.54
633,2021-01-27 08:00:56,35.77,7.18,1050.6,41.39,45.56
634,2021-01-27 09:00:56,48.66,10.08,720.03,42.7,49.84
635,2021-01-27 10:00:56,68.48,9.2,657.41,33.52,37.33
636,2021-01-27 11:00:56,76.79,9.46,471.7,24.72,27.07
637,2021-01-27 12:00:56,67.26,6.49,169.14,23.14,25.54
638,2021-01-27 13:00:56,71.87,5.85,168.11,21.83,23.49
639,2021-01-27 14:00:56,60.31,5.91,31.83,23.79,25.93
640,2021-01-27 15:00:56,41.49,5.85,222.39,27.09,29.23
641,2021-01-27 16:00:56,39.05,5.41,269.99,28.27,30.77
642,2021-01-27 17:00:56,32.18,6.79,430.92,44.77,48.4
643,2021-01-27 18:00:56,37.84,5.0,715.72,50.39,54.79
644,2021-01-27 19:00:56,38.97,6.05,601.45,41.39,44.44
645,2021-01-27 20:00:56,37.05,7.57,819.97,29.65,31.42
646,2021-01-27 21:00:56,23.36,6.6,629.11,25.22,26.68
647,2021-01-27 22:00:56,22.03,9.59,837.56,17.58,18.69
648,2021-01-27 23:00:56,17.13,7.78,118.72,15.75,16.82
649,2021-01-28 00:00:56,10.18,8.16,6.82,13.66,14.53
650,2021-01-28 01:00:56,19.59,9.89,60.69,15.07,15.98
651,2021-01-28 02:00:56,17.08,14.86,376.28,16.56,17.28
652,2021-01-28 03:00:56,8.23,12.43,462.4,12.25,12.88
653,2021-01-28 04:00:56,8.97,8.53,482.46,8.68,9.69
654,2021-01-28 05:00:56,14.84,9.56,1308.1,11.27,12.2
655,2021-01-28 06:00:56,8.18,11.17,1601.06,22.5,23.49
656,2021-01-28 07:00:56,15.79,10.8,1842.01,35.89,39.1
657,2021-01-28 08:00:56,33.53,11.03,1982.05,46.38,49.64
658,2021-01-28 09:00:56,22.31,10.6,1852.04,36.33,39.87
659,2021-01-28 10:00:56,19.08,8.87,1113.35,20.55,22.97
660,2021-01-28 11:00:56,17.05,7.45,343.75,14.84,16.41
661,2021-01-28 12:00:56,15.05,6.87,151.24,13.71,15.53
662,2021-01-28 13:00:56,17.92,6.99,151.98,15.48,17.4
663,2021-01-28 14:00:56,14.1,6.33,61.98,15.88,18.06
664,2021-01-28 15:00:56,14.0,7.43,156.79,16.43,18.43
665,2021-01-28 16:00:56,14.0,5.73,150.69,15.68,17.82
666,2021-01-28 17:00:56,15.95,6.1,323.95,23.69,25.74
667,2021-01-28 18:00:56,18.92,9.51,755.06,61.77,73.89
668,2021-01-28 19:00:56,40.43,14.16,1058.99,67.5,75.8
669,2021-01-28 20:00:56,47.82,15.06,927.3,73.47,81.68
670,2021-01-28 21:00:56,63.59,15.14,1045.0,88.37,115.22
671,2021-01-28 22:00:56,93.22,15.37,1370.56,79.48,111.64
672,2021-01-28 23:00:56,82.31,14.95,893.59,77.53,119.57
673,2021-01-29 00:00:56,92.72,12.33,135.14,40.53,45.96
674,2021-01-29 01:00:56,41.2,11.17,0.0,22.72,23.57
675,2021-01-29 02:00:56,27.31,9.34,121.4,22.04,22.98
676,2021-01-29 03:00:56,18.23,7.99,209.37,20.45,21.3
677,2021-01-29 04:00:56,6.31,5.66,251.3,18.02,18.89
678,2021-01-29 05:00:56,8.92,6.21,15.7,20.71,21.38
679,2021-01-29 06:00:56,17.77,6.96,80.79,26.33,27.36
680,2021-01-29 07:00:56,19.95,8.13,473.39,53.39,67.6
681,2021-01-29 08:00:56,23.9,11.42,1577.61,96.51,202.34
682,2021-01-29 09:00:56,111.67,18.17,506.87,47.79,68.04
683,2021-01-29 10:00:56,55.55,13.87,233.48,31.78,36.76
684,2021-01-29 11:00:56,37.44,9.55,561.43,39.27,45.08
685,2021-01-29 12:00:56,66.22,11.66,56.64,35.8,41.72
686,2021-01-29 13:00:56,64.08,10.81,12.68,28.81,32.81
687,2021-01-29 14:00:56,58.16,7.48,0.0,15.13,16.71
688,2021-01-29 15:00:56,12.22,4.62,0.0,11.28,12.63
689,2021-01-29 16:00:56,16.84,3.84,39.45,13.11,15.17
690,2021-01-29 17:00:56,17.0,3.56,423.32,17.96,19.13
691,2021-01-29 18:00:56,18.95,7.28,81.07,55.89,61.85
692,2021-01-29 19:00:56,44.33,10.33,271.37,59.35,66.22
693,2021-01-29 20:00:56,31.36,13.42,820.07,68.35,80.23
694,2021-01-29 21:00:56,51.46,20.63,1349.85,84.25,95.28
695,2021-01-29 22:00:56,94.86,22.24,1094.12,43.92,47.0
696,2021-01-29 23:00:56,53.14,14.7,546.34,32.07,33.78
697,2021-01-30 00:00:56,38.37,10.86,587.58,42.41,44.51
698,2021-01-30 01:00:56,47.59,20.13,1158.6,70.3,80.07
699,2021-01-30 02:00:56,93.78,21.26,982.81,67.89,81.73
700,2021-01-30 03:00:56,94.03,14.61,1524.79,52.61,65.51
701,2021-01-30 04:00:56,99.84,9.72,2300.16,43.23,52.52
702,2021-01-30 05:00:56,86.36,9.48,2532.85,50.02,63.47
703,2021-01-30 06:00:56,109.38,13.89,2452.3,48.54,72.57
704,2021-01-30 07:00:56,161.63,21.84,2535.98,63.08,85.87
705,2021-01-30 08:00:56,170.79,22.2,2863.24,62.85,169.34
706,2021-01-30 09:00:56,195.35,28.44,3401.59,91.6,205.63
707,2021-01-30 10:00:56,341.15,35.38,3215.79,74.41,151.28
708,2021-01-30 11:00:56,238.82,41.75,1245.56,57.99,119.94
709,2021-01-30 12:00:56,216.52,34.38,1251.86,70.44,113.15
710,2021-01-30 13:00:56,197.49,24.59,257.18,46.3,58.36
711,2021-01-30 14:00:56,84.97,21.85,226.04,45.93,53.4
712,2021-01-30 15:00:56,83.95,28.35,300.28,51.1,57.95
713,2021-01-30 16:00:56,72.31,18.08,666.01,74.27,91.02
714,2021-01-30 17:00:56,85.64,9.58,410.17,56.37,71.11
715,2021-01-30 18:00:56,78.21,8.53,29.52,46.24,52.04
716,2021-01-30 19:00:56,46.83,5.81,335.96,37.93,40.01
717,2021-01-30 20:00:56,42.1,7.02,10.77,40.87,43.8
718,2021-01-30 21:00:56,57.59,7.41,82.15,40.94,44.91
719,2021-01-30 22:00:56,45.34,7.15,0.0,42.9,46.46
720,2021-01-30 23:00:56,50.84,11.63,854.83,42.4,45.9
721,2021-01-31 00:00:56,30.55,9.19,1148.4,42.88,47.21
722,2021-01-31 01:00:56,62.62,11.0,921.25,38.58,40.35
723,2021-01-31 02:00:56,73.74,13.33,1260.02,47.68,49.87
724,2021-01-31 03:00:56,52.57,9.33,831.14,40.04,42.48
725,2021-01-31 04:00:56,59.79,10.46,959.76,40.06,42.95
726,2021-01-31 05:00:56,60.0,8.54,1124.87,46.38,50.72
727,2021-01-31 06:00:56,38.57,12.54,735.67,24.93,25.85
728,2021-01-31 07:00:56,13.65,9.1,889.48,35.36,39.51
729,2021-01-31 08:00:56,21.77,10.12,1175.71,53.36,71.65
730,2021-01-31 09:00:56,43.43,8.7,981.8,42.4,50.23
731,2021-01-31 10:00:56,41.08,9.19,697.24,44.15,50.66
732,2021-01-31 11:00:56,58.53,9.78,375.84,29.94,33.46
733,2021-01-31 12:00:56,29.78,9.24,1.51,21.97,23.92
734,2021-01-31 13:00:56,42.64,7.29,28.17,15.67,17.07
735,2021-01-31 14:00:56,26.44,6.25,0.0,13.67,14.99
736,2021-01-31 15:00:56,15.28,4.96,153.76,12.97,14.49
737,2021-01-31 16:00:56,16.95,4.35,279.93,14.88,15.74
738,2021-01-31 17:00:56,17.97,4.36,47.88,19.67,20.69
739,2021-01-31 18:00:56,25.79,6.52,103.28,40.43,41.57
740,2021-01-31 19:00:56,71.78,9.36,1463.75,90.25,136.85
741,2021-01-31 20:00:56,181.13,19.14,1616.43,76.35,111.24
742,2021-01-31 21:00:56,150.88,19.02,1527.15,65.21,96.83
743,2021-01-31 22:00:56,127.59,18.67,1790.91,61.45,79.16
744,2021-01-31 23:00:56,106.54,15.97,1680.0,79.52,118.05
745,2021-02-01 00:00:56,141.05,24.32,2741.27,101.51,141.28
746,2021-02-01 01:00:56,193.8,21.76,1133.24,48.51,54.69
747,2021-02-01 02:00:56,66.44,22.21,1292.1,49.38,54.22
748,2021-02-01 03:00:56,67.87,13.89,1276.57,49.05,51.58
749,2021-02-01 04:00:56,48.52,15.29,845.43,52.05,56.54
750,2021-02-01 05:00:56,57.74,16.22,1040.78,44.45,47.51
751,2021-02-01 06:00:56,39.49,11.52,1045.59,51.57,63.43
752,2021-02-01 07:00:56,41.92,13.84,1426.3,93.31,149.44
753,2021-02-01 08:00:56,72.2,16.82,1917.94,97.77,213.39
754,2021-02-01 09:00:56,76.9,19.9,1684.26,94.63,173.78
755,2021-02-01 10:00:56,110.12,19.56,441.39,58.44,77.74
756,2021-02-01 11:00:56,58.4,13.52,486.13,41.79,48.73
757,2021-02-01 12:00:56,41.41,9.31,295.2,32.21,34.88
758,2021-02-01 13:00:56,31.26,7.44,0.0,27.58,30.16
759,2021-02-01 14:00:56,28.08,7.06,243.93,23.12,25.04
760,2021-02-01 15:00:56,23.13,5.64,867.07,22.78,24.83
761,2021-02-01 16:00:56,26.9,6.62,407.26,30.01,32.7
762,2021-02-01 17:00:56,26.03,5.27,546.35,35.67,37.89
763,2021-02-01 18:00:56,31.84,6.86,892.0,67.73,78.78
764,2021-02-01 19:00:56,67.07,8.48,811.7,54.73,66.06
765,2021-02-01 20:00:56,56.31,8.69,1238.26,51.18,60.48
766,2021-02-01 21:00:56,72.56,9.23,7623.02,34.14,36.27
767,2021-02-01 22:00:56,42.8,7.55,997.53,24.28,25.66
768,2021-02-01 23:00:56,32.26,7.17,82.6,29.13,30.09
769,2021-02-02 00:00:56,43.68,9.21,58.68,24.48,26.33
770,2021-02-02 01:00:56,47.84,9.85,307.19,41.48,44.45
771,2021-02-02 02:00:56,66.51,10.66,453.73,38.69,40.08
772,2021-02-02 03:00:56,46.54,10.44,375.13,44.54,48.08
773,2021-02-02 04:00:56,45.03,10.56,769.08,43.53,46.56
774,2021-02-02 05:00:56,40.13,9.68,327.97,32.13,34.32
775,2021-02-02 06:00:56,42.92,10.81,158.58,29.57,31.93
776,2021-02-02 07:00:56,27.41,9.34,653.99,76.52,113.75
777,2021-02-02 08:00:56,64.02,14.06,1913.33,183.11,279.56
778,2021-02-02 09:00:56,147.8,23.05,1647.79,151.29,244.11
779,2021-02-02 10:00:56,142.21,22.92,496.05,72.43,95.81
780,2021-02-02 11:00:56,66.99,15.55,450.52,50.75,62.27
781,2021-02-02 12:00:56,61.1,10.07,683.53,40.13,44.86
782,2021-02-02 13:00:56,41.52,8.04,613.98,32.37,35.48
783,2021-02-02 14:00:56,26.39,7.49,127.18,32.26,35.54
784,2021-02-02 15:00:56,40.61,5.23,42.05,41.56,47.84
785,2021-02-02 16:00:56,53.66,6.76,378.08,52.07,63.25
786,2021-02-02 17:00:56,68.61,8.65,47632.66,71.77,103.19
787,2021-02-02 18:00:56,149.85,12.88,1023.03,96.72,200.47
